4,56522
4,57050
4,58481
4,59572
4,61320
4,61500
4,62394
4,63863
4,64965
4,65705
4,66414
4,67142
4,67701
4,69861
4,70814
4,71172
4,74676
4,75190
4,77020
4,77592
4,79340
4,79725
4,80730
4,80957
4,84927
4,91136
4,105072
4,112330
4,121526
7,56525
7,58090
7,58560
7,59265
7,59921
7,61017
7,61625
7,61836
7,62931
7,63340
7,63910
8,58118
8,61248
8,62671
8,65295
8,66795
8,66871
8,71290
8,74236
8,75004
8,76307
8,78731
8,87650
10,56528
10,58501
10,61904
10,71612
11,62677
11,64878
11,65567
11,69086
11,76098
11,83514
11,107741
12,57233
12,57471
12,60756
12,64344
12,64390
12,66941
12,69095
12,73027
12,85685
13,56531
13,58366
13,60079
13,60900
13,61530
13,65442
13,66407
13,66532
13,80642
13,82876
13,89238
13,99996
14,56532
14,57226
14,57228
14,58847
14,60357
14,60810
14,62769
14,63274
14,67301
17,61606
17,86586
17,95094
17,97328
18,56536
18,62322
18,62905
18,64313
18,70332
18,71399
18,73379
18,76720
18,83717
18,90882
25,58842
25,59472
25,61267
25,61712
25,61935
25,62042
25,64364
25,64535
25,66004
25,67980
25,69159
25,117117
28,57135
28,63146
31,56961
31,59305
31,59935
31,60007
31,62256
31,76175
31,81050
33,56552
33,56866
33,57021
34,56553
34,57903
34,59730
34,60122
34,61749
34,66615
34,70323
38,56557
38,56859
38,57072
38,57189
38,57427
38,58502
38,59241
38,60685
38,61027
38,61472
38,61907
38,61988
38,62659
38,62710
38,63412
38,65585
38,66396
38,66409
38,66632
38,74362
38,85096
38,109369
40,56559
40,57264
40,58472
40,58501
40,58636
40,65038
40,66908
40,66982
40,69069
40,91687
40,94877
40,99311
43,57656
43,57812
43,58171
43,60812
43,62547
43,62727
43,64034
43,65344
43,68303
43,74672
43,74993
43,86019
45,56564
45,57179
45,58568
45,71273
45,73253
45,80208
49,56568
49,56623
49,56646
49,57038
49,59290
49,63346
49,65049
49,65529
49,65684
49,68094
49,68906
49,74303
57,56915
57,57664
57,57880
57,58726
57,58755
57,59369
57,59532
57,63353
57,66380
57,76022
60,56704
60,56847
60,57478
60,57604
60,58909
60,59168
60,60935
60,61850
60,62258
60,64741
60,65381
60,73066
60,92442
60,115804
61,68931
61,69231
63,56582
63,58105
64,58597
64,59014
64,65901
70,57622
70,58550
70,59531
70,60338
70,64630
70,73217
70,79294
70,94234
70,108657
70,122393
75,62361
75,64095
75,67062
75,69938
75,77636
75,78734
75,79571
76,57169
76,58279
76,59078
76,59254
76,60307
76,62398
76,63529
76,67346
76,69980
76,74862
76,75299
76,76760
76,82222
76,92329
76,115400
78,60387
81,60074
81,60798
81,69277
81,91071
81,121538
84,56661
84,56672
84,57468
84,59018
84,78704
85,64838
85,67927
85,71577
85,75416
85,75756
85,80551
85,119713
90,57604
90,57790
90,63972
90,64314
90,65592
92,57868
92,58252
92,58417
92,59410
92,60898
92,64318
92,68584
92,57593
92,79826
93,56611
98,56755
98,56881
98,58458
98,60092
98,60361
98,60629
98,60873
98,61447
98,61604
98,61636
98,61841
98,62727
98,63334
98,64603
98,66414
98,69336
98,72151
99,56616
99,56755
99,72111
99,100352
105,56622
105,56759
105,58275
105,58517
105,58585
105,58755
105,58935
105,59440
105,61007
105,64913
105,65915
105,67173
105,82006
107,56624
107,56785
107,56887
107,57075
107,57213
107,57321
107,57601
107,58757
107,58974
107,59739
107,60178
107,60584
107,60715
107,61988
107,63850
107,65389
107,67800
107,68584
107,70199
108,56625
108,57295
108,57304
108,57441
108,57647
108,57674
108,57856
108,59018
108,64367
108,64460
108,65684
108,68321
108,73385
108,81060
112,56629
112,64153
112,64635
112,67369
112,56781
112,83664
117,56661
117,59373
117,64092
117,64521
117,66840
117,69148
117,70903
117,77080
120,56961
120,62970
120,65537
122,57109
122,81588
122,122113
123,56640
123,56704
123,57085
123,57432
123,57713
123,58847
123,59833
123,61706
123,61732
123,63706
123,67446
123,78055
123,78343
127,56644
127,57210
127,59829
127,61846
127,61907
127,58650
128,74922
131,56647
134,56650
134,56665
134,56669
134,57090
134,58303
134,58909
134,59015
134,59092
134,59534
134,61071
134,61787
134,62018
134,62933
134,63287
134,63475
134,63890
134,64935
134,65351
134,66276
134,66486
134,68296
134,69817
134,71710
134,71795
134,73641
134,74292
134,75066
134,75268
134,75441
134,75886
134,78068
134,86255
134,87857
134,91442
134,100307
134,102472
134,105712
135,57803
135,57891
135,60475
135,62417
135,63425
135,63691
135,67637
135,71875
135,72158
136,61706
136,70604
138,56653
138,57308
138,58025
138,59987
138,60386
138,60428
138,60561
138,61997
138,62527
138,65139
138,70347
138,70880
138,71897
138,74471
138,88040
138,90014
138,98414
141,56721
141,60107
141,60234
141,60492
141,64367
141,64603
141,74936
144,57250
144,57784
144,59108
144,62428
144,64149
144,64209
144,64483
144,64557
144,65632
144,67825
144,62812
144,70903
144,78273
144,78532
144,83346
144,85959
144,97556
144,102864
145,56659
145,59658
145,60564
145,106426
149,58524
149,63682
149,65160
150,57441
150,63657
150,64364
150,74526
150,84645
150,94682
152,61054
152,80643
153,56667
153,57362
153,58039
153,59144
153,63851
153,71286
153,74831
153,80726
153,80991
153,83233
153,96730
153,106289
153,114782
153,117138
154,61383
154,76878
154,80267
154,84669
154,85075
154,115713
155,56650
155,56665
155,56669
155,57090
155,58303
155,58909
155,59015
155,59092
155,59534
155,61071
155,61787
155,62018
155,62316
155,62933
155,63287
155,63475
155,63890
155,64935
155,65351
155,66276
155,66486
155,69817
155,71795
155,73641
155,74292
155,75066
155,75268
155,75441
155,78068
155,83723
155,86255
155,87857
155,91442
155,93557
155,97390
155,100307
155,102472
155,105712
155,117497
159,59349
159,61607
162,56692
162,60159
162,90171
163,85224
163,98690
165,56559
165,56646
165,56679
165,57662
165,60361
165,64636
165,68394
165,68633
165,72860
165,77080
165,91633
166,58551
166,59468
166,63990
166,66380
166,70686
166,80525
166,56570
167,56998
167,57850
167,60294
167,65191
167,65438
167,77341
167,83493
167,86486
167,64457
173,59162
173,59550
173,61389
173,62386
173,62886
173,63640
173,69041
176,57112
176,57648
176,62727
176,64645
176,68144
176,69307
176,70903
176,102349
180,56692
180,56866
180,57583
180,58642
180,59579
180,60397
180,64121
180,64281
180,64415
180,66032
180,68597
180,69873
180,87108
180,98426
180,110002
181,56693
181,59326
182,56694
182,78567
183,56695
183,56704
183,56739
183,57764
183,58713
183,59984
183,69692
183,82454
183,82582
183,89033
183,89723
183,93426
186,56698
186,57114
186,60871
186,61338
186,62407
186,62735
186,64758
186,64921
186,65441
186,69649
187,58085
187,64252
187,68843
188,56846
188,58795
188,59531
188,62166
188,65430
188,71168
188,74097
188,74524
188,102656
190,56702
190,60063
190,62722
190,64233
190,122113
191,56703
191,57840
191,59843
191,66543
191,69502
191,71934
191,88176
191,92576
191,95225
191,102397
192,59434
192,62108
192,66348
192,66405
192,66528
192,66599
192,67917
192,68930
192,70259
192,71364
192,71469
192,76468
192,82176
192,95243
192,97805
192,109278
193,56704
193,58280
193,58961
193,60016
193,62136
193,63549
193,65408
193,72016
193,78879
193,79825
193,90459
194,68944
194,84207
195,56662
